Car_Name,Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
Honda City,2019,19.23,167170,Petrol,Individual,Manual,1,13.14
Toyota Corolla,2010,6.66,15787,Diesel,Dealer,Automatic,2,2.02
Honda City,2022,14.87,179470,Diesel,Individual,Manual,2,7.95
Honda City,2022,7.78,11533,Diesel,Individual,Manual,3,6.27
Kia Seltos,2005,19.48,148168,CNG,Individual,Automatic,3,7.02
Honda City,2009,16.49,195983,Diesel,Individual,Manual,3,7.62
Maruti Swift,2022,4.55,11500,Diesel,Dealer,Automatic,2,1.52
Tata Nexon,2011,12.71,63233,Diesel,Dealer,Manual,0,4.83
Maruti Alto,2007,19.58,108395,Petrol,Individual,Automatic,0,8.11
Maruti Alto,2017,5.09,117103,Diesel,Individual,Automatic,0,1.89
Ford Figo,2014,19.61,152071,Petrol,Dealer,Automatic,3,10.74
Ford Figo,2010,16.6,116105,CNG,Individual,Manual,0,3.72
Ford Figo,2020,19.8,142704,Diesel,Dealer,Automatic,0,5.3
Ford Figo,2018,5.56,126141,CNG,Dealer,Manual,1,3.64
Maruti Swift,2022,11.09,84165,CNG,Individual,Automatic,3,4.53
Tata Nexon,2009,7.1,172917,CNG,Individual,Manual,2,2.15
Ford Figo,2012,3.0,77670,Diesel,Dealer,Automatic,3,1.23
Honda City,2020,19.55,36348,Diesel,Dealer,Automatic,1,11.17
Hyundai Verna,2015,10.57,186739,Petrol,Individual,Manual,0,3.58
Kia Seltos,2016,3.35,81457,CNG,Dealer,Manual,1,1.93
Kia Seltos,2010,12.01,87892,CNG,Individual,Automatic,2,2.49
Honda City,2016,16.91,8381,Petrol,Individual,Automatic,3,7.03
Hyundai i20,2008,6.31,136958,Petrol,Dealer,Manual,3,1.89
Tata Nexon,2008,16.83,9555,Diesel,Individual,Automatic,2,3.36
Honda City,2021,15.86,94665,Petrol,Individual,Manual,0,6.26
Tata Nexon,2012,7.88,60008,Petrol,Dealer,Automatic,0,1.75
Maruti Swift,2018,3.24,33263,Petrol,Dealer,Automatic,0,2.25
Maruti Alto,2007,7.78,7692,Petrol,Dealer,Manual,1,1.57
Kia Seltos,2005,4.09,77712,CNG,Individual,Automatic,1,1.43
Honda City,2012,11.34,22914,Petrol,Dealer,Manual,1,6.38
Honda City,2022,2.58,195145,Petrol,Dealer,Automatic,2,1.74
Toyota Corolla,2019,14.29,33134,Petrol,Individual,Automatic,3,5.21
Maruti Alto,2018,4.47,87386,Petrol,Individual,Manual,1,2.19
Tata Nexon,2014,12.25,15645,Petrol,Individual,Automatic,0,4.55
Hyundai i20,2014,14.52,121380,Petrol,Individual,Automatic,3,4.2
Mahindra XUV500,2020,18.93,101322,Petrol,Dealer,Automatic,0,8.96
Toyota Corolla,2007,4.59,108497,Diesel,Dealer,Manual,0,1.17
Kia Seltos,2015,6.0,110981,Petrol,Dealer,Automatic,3,2.05
Mahindra XUV500,2023,7.28,173776,Diesel,Individual,Automatic,3,6.3
Honda City,2013,5.08,124179,Petrol,Dealer,Automatic,3,2.04
Maruti Alto,2005,4.24,18854,Petrol,Individual,Manual,1,0.97
Tata Nexon,2009,7.8,168376,Petrol,Dealer,Automatic,3,1.81
Hyundai i20,2020,11.33,147196,Diesel,Dealer,Manual,3,8.26
Ford Figo,2017,10.38,103654,Diesel,Individual,Manual,0,3.33
Tata Nexon,2010,11.1,40255,Diesel,Individual,Automatic,0,4.13
Tata Nexon,2022,14.49,155001,Diesel,Individual,Manual,0,7.28
Kia Seltos,2023,19.49,166727,CNG,Individual,Automatic,2,6.37
Maruti Alto,2006,4.74,101052,Diesel,Dealer,Automatic,3,0.78
Kia Seltos,2016,9.71,19797,CNG,Dealer,Manual,1,5.08
Maruti Alto,2007,18.43,22170,Diesel,Dealer,Automatic,1,2.82
Kia Seltos,2006,10.57,115748,CNG,Individual,Automatic,0,3.49
Hyundai i20,2005,19.75,104021,CNG,Individual,Automatic,0,6.67
Hyundai Verna,2011,8.38,136797,CNG,Individual,Manual,2,2.65
Kia Seltos,2011,11.2,24744,CNG,Dealer,Automatic,2,2.24
Kia Seltos,2017,16.58,168727,CNG,Dealer,Manual,2,6.08
Mahindra XUV500,2021,10.82,59981,Diesel,Dealer,Automatic,2,5.51
Mahindra XUV500,2015,6.0,110460,Diesel,Individual,Manual,0,2.96
Maruti Swift,2010,12.59,60824,CNG,Individual,Automatic,3,6.29
Hyundai Verna,2021,6.01,126238,Petrol,Dealer,Manual,2,4.41
Honda City,2015,17.55,21889,CNG,Dealer,Automatic,2,10.18
Toyota Corolla,2013,14.52,66900,Diesel,Dealer,Manual,1,4.04
Honda City,2014,10.62,151754,Diesel,Individual,Manual,1,2.94
Maruti Swift,2005,7.02,77816,CNG,Dealer,Manual,3,2.32
Honda City,2007,7.99,83113,Petrol,Individual,Automatic,0,2.11
Toyota Corolla,2012,4.46,197539,CNG,Dealer,Automatic,3,2.37
Hyundai i20,2008,16.03,87158,Diesel,Individual,Manual,3,3.59
Maruti Alto,2010,6.25,76970,Diesel,Individual,Automatic,0,2.15
Maruti Alto,2008,8.04,116091,Diesel,Dealer,Automatic,1,2.16
Ford Figo,2014,2.87,163810,Petrol,Dealer,Manual,2,1.27
Hyundai Verna,2016,18.31,184633,Petrol,Dealer,Automatic,3,4.24
Hyundai Verna,2013,7.77,66724,Diesel,Dealer,Manual,3,3.53
Hyundai i20,2006,7.3,25996,Diesel,Individual,Automatic,2,2.45
Maruti Swift,2010,14.72,137732,Petrol,Individual,Automatic,2,4.88
Ford Figo,2006,13.72,53166,CNG,Individual,Manual,0,3.41
Maruti Alto,2015,12.58,34052,Petrol,Dealer,Manual,3,7.12
Toyota Corolla,2019,10.87,197720,Petrol,Individual,Manual,2,7.2
Mahindra XUV500,2007,9.75,52681,Diesel,Individual,Manual,0,4.15
Hyundai Verna,2012,18.37,126221,Petrol,Individual,Manual,0,6.36
Tata Nexon,2013,5.11,101448,Petrol,Dealer,Manual,3,2.62
Hyundai Verna,2020,4.57,192056,Petrol,Dealer,Automatic,2,3.01
Hyundai Verna,2009,10.05,59160,CNG,Dealer,Automatic,1,3.05
Tata Nexon,2009,3.0,73629,Petrol,Individual,Manual,2,1.07
Kia Seltos,2007,2.68,39918,Diesel,Individual,Manual,3,0.95
Maruti Alto,2013,3.78,151014,Petrol,Dealer,Automatic,1,1.48
Honda City,2006,2.59,137262,CNG,Individual,Automatic,3,0.84
Honda City,2022,3.22,52021,Diesel,Dealer,Automatic,2,2.5
Honda City,2007,8.05,144047,Diesel,Dealer,Automatic,0,1.92
Ford Figo,2020,17.75,78662,CNG,Individual,Automatic,2,13.15
Tata Nexon,2013,11.55,119235,Petrol,Individual,Automatic,1,4.9
Tata Nexon,2006,5.81,19304,Petrol,Dealer,Manual,3,1.22
Hyundai i20,2018,4.53,134737,Petrol,Individual,Automatic,3,2.13
Ford Figo,2009,4.66,29530,Petrol,Individual,Manual,1,1.92
Toyota Corolla,2023,18.09,158531,Petrol,Dealer,Manual,3,14.95
Hyundai i20,2020,14.35,91155,Petrol,Individual,Manual,3,6.62
Maruti Swift,2015,5.19,26250,Diesel,Individual,Automatic,2,2.49
Maruti Swift,2015,19.47,177011,CNG,Individual,Automatic,1,6.07
Honda City,2014,8.16,19558,CNG,Dealer,Automatic,0,3.08
Hyundai Verna,2012,19.39,109573,Petrol,Dealer,Manual,1,6.62
Ford Figo,2014,13.83,176459,Petrol,Dealer,Automatic,3,7.56
Tata Nexon,2009,8.78,30195,Diesel,Dealer,Automatic,3,4.01
Hyundai Verna,2013,12.35,115905,Petrol,Individual,Automatic,1,4.64
Mahindra XUV500,2007,3.21,94586,Diesel,Dealer,Manual,3,0.97
Ford Figo,2007,7.59,119650,Petrol,Individual,Automatic,1,3.31
Mahindra XUV500,2012,11.65,82458,CNG,Dealer,Manual,0,4.53
Mahindra XUV500,2018,9.73,126806,CNG,Individual,Automatic,2,5.2
Hyundai Verna,2005,4.49,178428,Diesel,Dealer,Manual,3,0.63
Honda City,2014,7.99,194817,Diesel,Individual,Automatic,2,4.92
Hyundai i20,2011,5.74,163348,Diesel,Dealer,Automatic,0,1.06
Kia Seltos,2005,5.51,130074,Diesel,Individual,Automatic,2,1.59
Maruti Swift,2016,14.59,185956,CNG,Individual,Automatic,0,4.16
Honda City,2011,4.46,9164,CNG,Dealer,Manual,1,1.6
Honda City,2012,10.13,169117,CNG,Dealer,Manual,2,4.94
Tata Nexon,2020,9.88,35528,Petrol,Dealer,Automatic,3,5.07
Hyundai Verna,2023,6.75,82288,CNG,Individual,Manual,2,2.0
Mahindra XUV500,2018,17.35,198220,CNG,Individual,Manual,3,7.68
Maruti Alto,2023,15.18,182908,Diesel,Dealer,Manual,0,8.15
Maruti Alto,2022,3.61,174948,Diesel,Individual,Manual,3,2.29
Toyota Corolla,2019,14.71,10454,Petrol,Individual,Manual,3,6.33
Hyundai Verna,2021,6.34,184561,Diesel,Individual,Manual,2,4.23
Ford Figo,2018,17.08,181451,CNG,Individual,Automatic,1,9.43
Hyundai Verna,2007,14.17,38841,Petrol,Dealer,Manual,3,2.5
Maruti Alto,2020,7.81,59901,CNG,Dealer,Manual,2,5.69
Toyota Corolla,2010,5.56,136983,Petrol,Dealer,Automatic,3,1.19
Mahindra XUV500,2008,12.33,132497,Diesel,Individual,Automatic,0,4.89
Hyundai i20,2013,18.19,185914,CNG,Dealer,Manual,3,9.5
Toyota Corolla,2008,16.18,164817,Petrol,Dealer,Manual,1,5.7
Maruti Alto,2016,5.25,81578,CNG,Individual,Automatic,0,1.57
Tata Nexon,2015,16.84,37239,Petrol,Individual,Automatic,0,5.5
Toyota Corolla,2015,7.52,49895,Petrol,Individual,Automatic,3,2.83
Hyundai Verna,2009,15.68,143844,Diesel,Dealer,Manual,3,4.73
Maruti Swift,2019,19.16,140307,CNG,Individual,Manual,3,6.31
Hyundai Verna,2021,19.01,27224,Diesel,Individual,Automatic,1,9.7
Mahindra XUV500,2006,14.05,173156,Petrol,Dealer,Automatic,3,3.5
Tata Nexon,2014,15.13,87233,Diesel,Dealer,Automatic,1,7.63
Ford Figo,2011,18.03,168672,CNG,Individual,Automatic,3,8.42
Mahindra XUV500,2007,3.15,92685,Diesel,Dealer,Automatic,1,0.55
Ford Figo,2014,11.62,171641,Petrol,Dealer,Manual,2,3.62
Maruti Alto,2018,19.77,33951,CNG,Dealer,Automatic,2,10.96
Toyota Corolla,2008,3.34,175645,Petrol,Individual,Automatic,0,0.99
Kia Seltos,2023,12.4,169559,CNG,Dealer,Automatic,2,5.66
Toyota Corolla,2009,15.0,141227,CNG,Dealer,Manual,2,5.03
Hyundai Verna,2016,10.45,43418,CNG,Individual,Automatic,0,2.82
Kia Seltos,2009,10.83,121959,Petrol,Individual,Automatic,3,4.9
Honda City,2020,13.64,120364,CNG,Individual,Automatic,1,4.64
Honda City,2020,14.95,38917,CNG,Dealer,Manual,3,7.68
Ford Figo,2022,8.96,36133,CNG,Individual,Manual,0,4.39
Maruti Swift,2006,11.65,35865,Diesel,Individual,Automatic,2,2.55
Tata Nexon,2009,4.99,159566,Diesel,Dealer,Automatic,2,1.18
Kia Seltos,2005,4.64,96396,Petrol,Dealer,Automatic,3,1.28
Tata Nexon,2019,18.26,103908,Diesel,Dealer,Manual,3,11.75
Maruti Alto,2009,17.66,90253,Petrol,Individual,Automatic,1,8.16
Kia Seltos,2022,3.3,180752,Diesel,Individual,Manual,1,2.25
Mahindra XUV500,2014,12.32,37448,CNG,Dealer,Manual,0,7.54
Toyota Corolla,2011,15.63,136763,Petrol,Dealer,Manual,0,4.43
Tata Nexon,2012,17.02,156926,Diesel,Dealer,Automatic,3,7.12
Hyundai i20,2005,8.45,52319,Diesel,Dealer,Automatic,3,1.65
Hyundai Verna,2008,11.98,79803,Petrol,Dealer,Automatic,0,2.45
Maruti Alto,2010,3.53,90273,Petrol,Dealer,Manual,2,1.09
Kia Seltos,2009,9.72,89991,Diesel,Individual,Manual,0,2.25
Tata Nexon,2023,6.64,138332,CNG,Individual,Manual,2,2.17
Kia Seltos,2022,9.62,131922,Petrol,Individual,Manual,0,4.17
Mahindra XUV500,2008,6.81,150413,CNG,Dealer,Automatic,3,2.01
Mahindra XUV500,2011,16.2,42320,Diesel,Dealer,Manual,3,8.66
Tata Nexon,2019,3.23,126805,CNG,Individual,Manual,0,0.92
Mahindra XUV500,2013,12.96,183257,Diesel,Individual,Manual,2,2.84
Toyota Corolla,2023,3.72,28518,Diesel,Dealer,Manual,2,2.98
Maruti Alto,2021,19.25,88441,CNG,Individual,Automatic,3,8.12
Maruti Swift,2015,6.19,162158,Diesel,Dealer,Manual,0,3.01
Hyundai i20,2005,14.27,113308,CNG,Individual,Automatic,0,4.74
Maruti Alto,2022,3.04,181059,Diesel,Dealer,Automatic,3,2.28
Tata Nexon,2017,5.6,187722,Petrol,Dealer,Automatic,2,3.81
Ford Figo,2005,6.38,10185,Diesel,Individual,Manual,0,2.17
Kia Seltos,2012,6.6,134448,Diesel,Dealer,Automatic,3,3.56
Toyota Corolla,2011,2.62,172362,Diesel,Dealer,Automatic,3,0.64
Honda City,2023,14.26,163065,CNG,Dealer,Manual,1,10.34
Mahindra XUV500,2013,18.84,64759,CNG,Individual,Manual,0,11.3
Hyundai Verna,2013,14.41,123994,Petrol,Individual,Manual,2,5.4
Toyota Corolla,2013,4.63,140867,Diesel,Individual,Automatic,0,2.58
Maruti Alto,2006,7.36,115116,CNG,Individual,Automatic,0,1.81
Toyota Corolla,2007,17.9,11651,CNG,Dealer,Automatic,0,7.46
Maruti Swift,2010,8.26,21474,CNG,Dealer,Manual,3,2.68
Maruti Alto,2023,16.45,92635,Diesel,Dealer,Manual,3,7.07
Kia Seltos,2006,16.88,141229,Petrol,Dealer,Automatic,0,5.24
Maruti Swift,2008,4.0,20908,Petrol,Individual,Automatic,0,1.6
Mahindra XUV500,2019,3.46,165101,CNG,Individual,Manual,0,2.08
Kia Seltos,2006,7.66,104996,Diesel,Dealer,Automatic,1,2.88
Maruti Alto,2005,10.43,126689,Diesel,Dealer,Automatic,0,2.57
Ford Figo,2023,5.87,31919,Petrol,Dealer,Manual,1,3.89
Maruti Swift,2016,9.87,194955,CNG,Individual,Manual,1,2.87
Ford Figo,2006,4.73,158229,Diesel,Individual,Automatic,1,0.85
Mahindra XUV500,2015,7.59,7118,CNG,Dealer,Manual,1,3.35
Tata Nexon,2006,9.89,56224,Petrol,Dealer,Manual,2,1.88
Hyundai i20,2019,13.0,91807,CNG,Individual,Automatic,3,5.49
Tata Nexon,2019,17.83,16060,Diesel,Dealer,Manual,1,10.85
Maruti Swift,2011,6.68,197567,Diesel,Individual,Manual,3,1.67
Kia Seltos,2016,2.67,98817,Petrol,Dealer,Manual,2,1.14
Ford Figo,2016,3.27,12781,Petrol,Dealer,Automatic,1,1.07
Ford Figo,2010,8.45,150360,Petrol,Dealer,Manual,0,1.99
Ford Figo,2008,2.87,182590,Petrol,Individual,Manual,2,1.29
Honda City,2019,6.7,102609,CNG,Dealer,Automatic,0,2.11
Toyota Corolla,2011,5.85,104141,CNG,Individual,Automatic,3,3.16
Ford Figo,2006,15.85,158963,Petrol,Individual,Manual,2,3.27
Kia Seltos,2009,17.4,158113,Diesel,Dealer,Manual,3,7.41
Maruti Alto,2007,5.43,106742,CNG,Individual,Automatic,3,1.08
Kia Seltos,2021,14.65,192603,Diesel,Individual,Automatic,3,9.1
Hyundai Verna,2006,6.13,58215,Diesel,Dealer,Automatic,1,1.36
Mahindra XUV500,2023,5.25,103069,Diesel,Dealer,Manual,0,2.43
Hyundai Verna,2016,6.53,15785,Diesel,Individual,Automatic,3,2.88
Ford Figo,2016,16.58,88105,Diesel,Individual,Manual,1,7.12
Hyundai i20,2007,8.78,26605,Diesel,Dealer,Automatic,1,1.54
Ford Figo,2016,3.17,57509,Diesel,Dealer,Automatic,2,1.16
Maruti Alto,2011,14.85,41140,CNG,Individual,Manual,2,4.25
Toyota Corolla,2017,19.05,157031,CNG,Dealer,Automatic,1,12.33
Hyundai i20,2012,15.16,60017,Diesel,Dealer,Automatic,3,4.89
Mahindra XUV500,2015,17.3,117405,CNG,Individual,Manual,3,7.2
Maruti Alto,2005,9.06,156390,Petrol,Individual,Manual,3,3.06
Kia Seltos,2015,6.45,116599,CNG,Individual,Automatic,2,3.07
Hyundai i20,2006,18.64,45289,Diesel,Individual,Automatic,1,7.45
Hyundai i20,2022,9.26,129460,Petrol,Individual,Automatic,2,3.1
Hyundai Verna,2022,5.61,185623,CNG,Individual,Manual,1,2.21
Maruti Swift,2014,6.1,81311,CNG,Dealer,Automatic,0,2.23
Tata Nexon,2010,8.22,112704,Diesel,Dealer,Manual,1,2.96
Tata Nexon,2007,9.31,59127,Petrol,Dealer,Automatic,3,3.61
Honda City,2010,13.06,86346,CNG,Dealer,Automatic,2,3.19
Kia Seltos,2019,3.62,109657,CNG,Dealer,Automatic,3,1.77
Honda City,2006,15.4,80474,CNG,Individual,Automatic,2,3.79
Honda City,2018,6.86,166935,CNG,Individual,Automatic,3,4.76
Mahindra XUV500,2023,4.17,188145,Petrol,Dealer,Manual,2,3.36
Mahindra XUV500,2014,14.17,22496,CNG,Dealer,Automatic,3,8.88
Toyota Corolla,2008,19.92,25062,Petrol,Individual,Automatic,3,4.13
Toyota Corolla,2021,3.28,12003,Petrol,Individual,Automatic,2,2.23
Hyundai i20,2017,3.16,70694,Petrol,Dealer,Automatic,3,1.48
Honda City,2007,12.1,68515,CNG,Individual,Manual,3,4.7
Hyundai Verna,2010,17.17,164118,Petrol,Dealer,Automatic,0,6.18
Toyota Corolla,2010,3.86,7938,CNG,Individual,Manual,3,1.15
Ford Figo,2006,18.12,144538,Petrol,Individual,Manual,0,4.45
Toyota Corolla,2019,3.42,6223,Petrol,Individual,Manual,1,1.53
Hyundai i20,2011,4.1,115541,Petrol,Dealer,Automatic,1,1.77
Hyundai i20,2012,19.28,30323,CNG,Dealer,Manual,0,6.78
Toyota Corolla,2015,8.15,169308,Petrol,Dealer,Automatic,3,2.22
Tata Nexon,2008,8.74,50513,Petrol,Individual,Automatic,0,2.42
Hyundai Verna,2012,3.66,77995,CNG,Individual,Manual,0,1.95
Hyundai Verna,2014,15.93,135960,Petrol,Dealer,Automatic,0,7.36
Kia Seltos,2009,8.31,171554,CNG,Individual,Automatic,0,2.29
Hyundai i20,2023,10.36,138962,CNG,Dealer,Manual,1,3.14
Ford Figo,2014,6.64,117328,Petrol,Dealer,Manual,1,2.44
Maruti Alto,2011,5.15,58578,CNG,Dealer,Manual,3,2.34
Maruti Alto,2009,7.37,173716,Petrol,Individual,Automatic,0,1.77
Honda City,2015,6.74,146377,Petrol,Dealer,Manual,3,3.02
Honda City,2019,13.52,21938,Diesel,Dealer,Manual,0,7.82
Tata Nexon,2011,4.7,50528,CNG,Dealer,Manual,0,1.59
Kia Seltos,2014,5.37,56782,Petrol,Individual,Manual,1,1.81
Honda City,2019,19.44,57796,Diesel,Individual,Manual,2,8.91
Hyundai Verna,2020,10.22,137459,CNG,Individual,Manual,3,2.8
Ford Figo,2018,17.45,83703,CNG,Dealer,Manual,2,7.56
Tata Nexon,2019,7.46,152362,CNG,Individual,Manual,2,2.42
Hyundai Verna,2011,5.21,54709,Petrol,Dealer,Automatic,3,1.72
Maruti Swift,2017,19.48,102817,Diesel,Individual,Automatic,0,8.39
Maruti Alto,2008,9.23,153270,Petrol,Dealer,Automatic,2,3.66
Toyota Corolla,2021,14.91,171456,CNG,Individual,Manual,3,11.61
Honda City,2012,10.86,99742,CNG,Dealer,Manual,2,4.61
Hyundai Verna,2013,6.83,156608,CNG,Dealer,Manual,0,3.49
Ford Figo,2017,14.86,26062,CNG,Dealer,Automatic,1,9.37
Hyundai i20,2014,11.26,144775,CNG,Individual,Automatic,3,5.92
Maruti Swift,2008,13.63,95280,Petrol,Individual,Manual,3,5.1
Hyundai Verna,2010,16.79,5413,Petrol,Dealer,Automatic,3,6.75
Hyundai i20,2010,5.59,53863,CNG,Dealer,Manual,3,1.33
Toyota Corolla,2019,12.42,60724,Petrol,Dealer,Manual,1,8.29
Hyundai Verna,2013,19.7,112162,Diesel,Dealer,Manual,0,6.28
Hyundai i20,2008,7.34,94693,Petrol,Dealer,Automatic,3,2.69
Maruti Swift,2005,3.57,6894,CNG,Dealer,Manual,1,0.94
Maruti Alto,2017,13.05,74687,Diesel,Individual,Automatic,3,5.17
Maruti Alto,2015,16.79,99689,CNG,Individual,Automatic,0,10.85
Ford Figo,2008,2.55,188057,Diesel,Dealer,Manual,0,1.09
Maruti Alto,2012,8.95,167097,CNG,Individual,Automatic,1,1.73
Hyundai Verna,2005,13.59,16994,CNG,Individual,Automatic,1,3.88
Honda City,2007,8.6,129812,CNG,Dealer,Automatic,2,2.8
Ford Figo,2021,17.83,192869,CNG,Dealer,Manual,3,12.62
Toyota Corolla,2022,19.78,127369,Petrol,Individual,Manual,3,12.97
Maruti Swift,2012,6.2,177948,CNG,Dealer,Manual,3,3.56
Hyundai i20,2010,18.76,90590,Diesel,Individual,Manual,2,7.61
Kia Seltos,2009,18.65,171080,CNG,Individual,Manual,2,8.44
Hyundai i20,2007,13.77,103830,CNG,Individual,Automatic,1,2.93
Maruti Alto,2014,4.03,28367,Diesel,Dealer,Manual,2,1.06
Maruti Alto,2017,12.6,5440,Diesel,Dealer,Manual,3,8.84
Tata Nexon,2016,16.46,38110,CNG,Dealer,Manual,3,3.82
Honda City,2015,5.03,82810,Petrol,Individual,Automatic,1,2.43
Toyota Corolla,2006,12.98,85974,CNG,Dealer,Automatic,3,4.05
Toyota Corolla,2020,7.6,103751,Petrol,Individual,Manual,1,5.41
Mahindra XUV500,2006,18.66,51929,Diesel,Individual,Automatic,1,7.68
Ford Figo,2017,8.4,182707,Diesel,Individual,Automatic,3,2.28
Kia Seltos,2014,14.69,56142,CNG,Individual,Manual,1,5.08
Tata Nexon,2006,17.37,191014,Diesel,Individual,Manual,1,4.52
Kia Seltos,2014,18.2,59988,Petrol,Dealer,Manual,2,9.37
Tata Nexon,2008,14.37,43693,Diesel,Individual,Manual,0,2.67
Hyundai Verna,2010,19.04,35761,CNG,Individual,Automatic,1,7.47
Hyundai Verna,2012,3.09,68138,Diesel,Individual,Automatic,1,1.37
Hyundai i20,2007,16.11,175475,Diesel,Individual,Automatic,2,2.42
Hyundai i20,2007,4.64,173141,CNG,Dealer,Manual,3,1.06
Hyundai i20,2023,5.67,131927,CNG,Individual,Automatic,1,1.98
Kia Seltos,2022,5.74,188695,Petrol,Individual,Automatic,0,3.3
Honda City,2022,14.99,175839,Petrol,Dealer,Manual,1,11.51
Hyundai i20,2005,12.21,87390,Petrol,Dealer,Manual,1,3.63
Honda City,2022,6.99,14176,Petrol,Dealer,Automatic,2,5.78
Mahindra XUV500,2018,19.6,177532,Petrol,Dealer,Automatic,0,13.95
Mahindra XUV500,2014,14.04,121633,Petrol,Individual,Automatic,2,6.52
Toyota Corolla,2011,14.54,178701,Petrol,Dealer,Manual,1,3.41
Hyundai Verna,2009,13.04,61633,CNG,Individual,Automatic,1,5.29
Ford Figo,2007,12.12,73334,Diesel,Dealer,Automatic,3,2.08
Toyota Corolla,2018,18.95,42550,CNG,Dealer,Manual,2,13.94
Hyundai Verna,2016,12.36,174809,CNG,Dealer,Automatic,1,4.6
Mahindra XUV500,2017,2.95,163232,Petrol,Dealer,Automatic,0,1.44
Toyota Corolla,2018,3.65,172818,Petrol,Individual,Automatic,2,1.16
Ford Figo,2013,2.67,103869,Petrol,Individual,Manual,0,0.73
Maruti Swift,2023,16.87,133350,Petrol,Individual,Automatic,2,10.87
Ford Figo,2010,8.06,107121,Petrol,Individual,Automatic,3,3.06
Ford Figo,2005,14.52,191967,Petrol,Dealer,Manual,3,4.0
Maruti Alto,2006,18.57,172560,Diesel,Dealer,Automatic,3,3.5
Hyundai Verna,2019,11.29,77305,Diesel,Dealer,Automatic,0,8.33
Maruti Swift,2015,17.29,171376,Petrol,Dealer,Manual,0,5.04
Mahindra XUV500,2007,15.51,150269,Diesel,Dealer,Automatic,1,4.47
Maruti Alto,2022,14.71,111291,Petrol,Dealer,Manual,3,9.98
Mahindra XUV500,2012,19.9,178322,CNG,Dealer,Automatic,1,8.98
Honda City,2012,5.56,101220,Petrol,Individual,Manual,3,2.13
Ford Figo,2016,19.47,93593,CNG,Dealer,Manual,2,7.1
Mahindra XUV500,2013,6.23,198469,CNG,Individual,Manual,2,3.58
Maruti Alto,2006,18.87,166939,Diesel,Dealer,Automatic,0,5.81
Hyundai Verna,2014,8.69,6351,Diesel,Dealer,Automatic,2,1.86
Maruti Swift,2020,5.96,143699,CNG,Dealer,Automatic,0,4.45
Hyundai Verna,2009,15.97,70571,Petrol,Individual,Automatic,2,4.21
Hyundai Verna,2010,11.89,75643,Petrol,Individual,Automatic,1,2.65
Hyundai Verna,2005,8.79,190917,Petrol,Dealer,Manual,2,1.23
Tata Nexon,2018,15.52,13285,Petrol,Dealer,Automatic,2,4.72
Hyundai Verna,2022,11.17,183713,CNG,Dealer,Automatic,3,6.31
Toyota Corolla,2009,4.42,33279,Petrol,Dealer,Manual,2,1.46
Tata Nexon,2006,14.37,94690,Diesel,Dealer,Automatic,3,3.13
Hyundai i20,2007,15.82,69945,CNG,Dealer,Manual,1,3.63
Hyundai i20,2013,19.9,69842,CNG,Individual,Manual,3,9.65
Maruti Swift,2021,13.19,54458,CNG,Dealer,Manual,0,4.55
Hyundai Verna,2013,19.83,43327,Diesel,Dealer,Manual,0,10.88
Maruti Swift,2018,11.69,188542,CNG,Dealer,Manual,2,5.33
Maruti Alto,2021,9.97,18541,Diesel,Dealer,Automatic,2,4.25
Maruti Alto,2018,6.82,17466,Petrol,Dealer,Manual,0,3.89
Tata Nexon,2011,7.49,78442,CNG,Dealer,Automatic,1,2.06
Maruti Alto,2016,8.35,34236,Petrol,Dealer,Manual,2,3.28
Hyundai i20,2023,11.76,102410,Petrol,Individual,Manual,3,4.02
Hyundai i20,2009,13.52,162767,Petrol,Dealer,Manual,1,5.37
Honda City,2007,18.98,167269,Diesel,Individual,Automatic,1,5.77
Hyundai i20,2006,4.74,114631,CNG,Individual,Automatic,2,1.24
Honda City,2018,3.68,114839,CNG,Dealer,Manual,2,2.17
Mahindra XUV500,2014,3.3,153419,Petrol,Dealer,Automatic,3,1.64
Maruti Swift,2007,5.4,138504,Diesel,Individual,Automatic,2,1.12
Toyota Corolla,2010,12.51,160218,CNG,Dealer,Automatic,2,3.5
Ford Figo,2014,14.89,149743,Petrol,Dealer,Manual,0,6.46
Toyota Corolla,2006,13.69,77812,Petrol,Individual,Manual,1,5.63
Mahindra XUV500,2022,4.53,175038,Diesel,Individual,Automatic,0,3.7
Maruti Swift,2013,15.14,112044,CNG,Individual,Automatic,0,6.85
Hyundai Verna,2016,6.34,78319,Petrol,Individual,Manual,0,3.53
Toyota Corolla,2013,17.73,171279,CNG,Dealer,Automatic,1,5.87
Tata Nexon,2023,13.52,108668,Petrol,Individual,Manual,3,6.84
Honda City,2007,11.18,125426,Petrol,Dealer,Manual,3,4.74
Hyundai Verna,2014,2.87,47708,Petrol,Individual,Manual,0,0.78
Hyundai Verna,2012,10.46,174114,Diesel,Dealer,Manual,0,4.43
Ford Figo,2017,2.86,8552,CNG,Dealer,Manual,1,1.72
Hyundai i20,2009,18.93,162191,Petrol,Dealer,Manual,2,8.45
Toyota Corolla,2011,4.94,152548,Diesel,Dealer,Automatic,2,1.77
Ford Figo,2006,12.01,75112,CNG,Dealer,Manual,0,2.0
Hyundai Verna,2008,11.45,113864,Petrol,Dealer,Manual,0,2.6
Hyundai i20,2009,8.68,80195,Petrol,Individual,Manual,3,1.92
Hyundai i20,2012,4.28,78875,Diesel,Dealer,Automatic,0,1.41
